CCall_contig366_v2	chr6	98.400	125	2	0	508	632	23682704	23682580	3.00e-55	220	minus
CCall_contig366_v2	chr4	95.035	141	7	0	226	366	96030932	96031072	8.34e-56	222	plus
CCall_contig366_v2	chr4	93.617	141	9	0	226	366	96221902	96222042	1.81e-52	211	plus
CCall_contig366_v2	chr8	94.326	141	8	0	226	366	57012957	57013097	3.88e-54	217	plus
CCall_contig366_v2	chr8	92.908	141	10	0	226	366	57041356	57041496	8.40e-51	206	plus
CCall_contig426_v2	chr10	96.547	695	20	3	4	697	20184739	20185430	0.0	1151	plus
CCall_contig426_v2	chr10	95.887	462	18	1	1121	1581	20186191	20186652	0.0	750	plus
CCall_contig426_v2	chr10	97.518	282	7	0	694	975	20185523	20185804	5.50e-134	483	plus
CCall_contig426_v2	chr10	96.591	176	6	0	1661	1836	20187737	20187912	9.95e-77	292	plus
CCall_contig426_v2	chr10	97.987	149	3	0	975	1123	20185941	20186089	2.81e-67	261	plus
CCall_contig483_v2	chr2	96.088	409	13	3	1	408	103349862	103350268	0.0	664	plus
CCall_contig705_v2	chr2	97.881	519	9	2	124	640	101797447	101797965	0.0	896	plus
CCall_contig705_v2	chr2	92.871	519	12	3	124	640	101641134	101640639	0.0	730	minus
CCall_contig705_v2	chr2	88.571	245	16	4	127	369	101612801	101612567	2.81e-75	287	minus
CCall_contig705_v2	chr2	96.689	151	5	0	856	1006	101798700	101798850	1.02e-64	252	plus
CCall_contig705_v2	chr2	94.040	151	9	0	856	1006	101639907	101639757	4.80e-58	230	minus
CCall_contig705_v2	chr2	98.413	126	2	0	1	126	101795405	101795530	8.03e-56	222	plus
CCall_contig705_v2	chr2	97.619	126	3	0	1	126	101641607	101641482	3.74e-54	217	minus
CCall_contig705_v2	chr2	90.066	151	13	2	856	1006	101405414	101405562	1.75e-47	195	plus
CCall_contig705_v2	chr2	97.222	108	2	1	634	741	101798216	101798322	3.79e-44	183	plus
CCall_contig728_v2	chr12	95.418	742	24	4	1841	2581	2159368	2160100	0.0	1179	plus
CCall_contig728_v2	chr12	96.491	342	11	1	1127	1467	2155653	2155994	7.51e-159	566	plus
CCall_contig728_v2	chr12	86.538	468	47	8	1848	2311	2171502	2171957	4.61e-141	507	plus
CCall_contig728_v2	chr12	96.825	252	7	1	1461	1712	2156867	2157117	1.72e-115	422	plus
CCall_contig728_v2	chr12	94.492	236	10	2	133	368	2145391	2145623	3.80e-97	361	plus
CCall_contig728_v2	chr12	97.688	173	4	0	958	1130	2155362	2155534	3.02e-78	298	plus
CCall_contig728_v2	chr12	97.810	137	3	0	1705	1841	2158273	2158409	1.86e-60	239	plus
CCall_contig728_v2	chr12	92.754	138	10	0	366	503	2146122	2146259	8.77e-49	200	plus
CCall_contig728_v2	chr12	100.000	98	0	0	863	960	2154990	2155087	3.18e-43	182	plus
CCall_contig796_v2	chr12	95.101	1041	46	4	311	1348	31979784	31980822	0.0	1637	plus
CCall_contig796_v2	chr12	88.365	318	25	7	5	318	31980029	31979720	9.07e-101	372	minus
CCall_contig877_v2	chr8	97.347	490	12	1	384	872	13028066	13028555	0.0	832	plus
CCall_contig877_v2	chr8	89.493	276	12	8	1	265	13022777	13023046	2.12e-90	337	plus
CCall_contig877_v2	chr8	98.425	127	2	0	259	385	13023159	13023285	1.72e-56	224	plus
CCall_contig877_v2	chr6	95.918	490	19	1	384	872	1678254	1678743	0.0	793	plus
CCall_contig926_v2	chr9	96.774	527	14	2	594	1117	11172375	11171849	0.0	880	minus
CCall_contig926_v2	chr9	89.216	306	19	9	70	363	11177954	11177651	7.48e-101	372	minus
CCall_contig926_v2	chr9	100.000	131	0	0	362	492	11174071	11173941	6.12e-62	243	minus
CCall_contig926_v2	chr9	99.107	112	1	0	489	600	11173403	11173292	1.04e-49	202	minus
CCall_contig926_v2	chr2	90.761	184	10	3	187	363	65380793	65380610	7.92e-61	239	minus
CCall_contig1064_v2	chr10	95.844	409	16	1	454	861	18996248	18995840	0.0	664	minus
CCall_contig1064_v2	chr10	96.757	185	5	1	271	454	18997046	18996862	1.28e-82	311	minus
CCall_contig1064_v2	chr10	94.054	185	10	1	271	454	18886220	18886036	2.79e-74	283	minus
CCall_contig1064_v2	chr10	95.055	182	4	2	1	182	18999048	18998872	1.00e-73	281	minus
CCall_contig1064_v2	chr2	92.432	185	13	1	271	454	27192528	27192344	1.01e-68	265	minus
CCall_contig1064_v2	chr2	90.860	186	15	2	271	454	68538028	68537843	2.83e-64	250	minus
CCall_contig1064_v2	chr9	90.710	183	16	1	271	452	2599701	2599883	1.32e-62	244	plus
CCall_contig1064_v2	chr1	89.175	194	9	4	1	182	49637195	49637388	1.03e-58	231	plus
CCall_contig1112_v2	chr12	91.916	668	42	7	587	1251	38678201	38678859	0.0	957	plus
CCall_contig1112_v2	chr12	91.880	665	42	7	590	1251	37417979	37417324	0.0	952	minus
CCall_contig1112_v2	chr12	91.260	492	39	2	590	1081	37405345	37404858	0.0	699	minus
CCall_contig1112_v2	chr12	91.260	492	39	2	587	1078	38690836	38691323	0.0	699	plus
CCall_contig1112_v2	chr12	98.571	280	4	0	316	595	37405788	37405509	4.78e-138	496	minus
CCall_contig1112_v2	chr12	98.571	280	4	0	316	595	37418421	37418142	4.78e-138	496	minus
CCall_contig1112_v2	chr12	98.571	280	4	0	316	595	38677762	38678041	4.78e-138	496	plus
CCall_contig1112_v2	chr12	98.571	280	4	0	316	595	38690396	38690675	4.78e-138	496	plus
CCall_contig1112_v2	chr12	98.214	112	2	0	207	318	37406041	37405930	5.43e-48	196	minus
CCall_contig1112_v2	chr12	98.214	112	2	0	207	318	38690143	38690254	5.43e-48	196	plus
CCall_contig1112_v2	chr12	97.321	112	3	0	207	318	37418683	37418572	2.53e-46	191	minus
CCall_contig1112_v2	chr12	97.321	112	3	0	207	318	38677500	38677611	2.53e-46	191	plus
CCall_contig1112_v2	chr6	84.146	246	39	0	316	561	48235483	48235728	8.89e-61	239	plus
CCall_contig1112_v2	chr11	80.899	267	46	3	326	591	22844105	22843843	9.02e-51	206	minus
CCall_contig1624_v2	chr2	97.790	543	11	1	4	546	99490362	99489821	0.0	939	minus
CCall_contig1624_v2	chr2	99.206	378	3	0	817	1194	99487793	99487416	0.0	682	minus
CCall_contig1624_v2	chr2	97.473	277	7	0	545	821	99488677	99488401	4.50e-131	473	minus
CCall_contig1624_v2	chr2	98.462	195	3	0	1965	2159	99484349	99484155	3.68e-92	344	minus
CCall_contig1624_v2	chr2	98.817	169	2	0	1288	1456	99486858	99486690	2.25e-79	302	minus
CCall_contig1624_v2	chr2	89.520	229	9	10	2158	2386	99482516	99482303	3.79e-72	278	minus
CCall_contig1624_v2	chr2	96.795	156	5	0	1591	1746	99486089	99485934	3.81e-67	261	minus
CCall_contig1624_v2	chr2	99.281	139	1	0	1455	1593	99486423	99486285	2.30e-64	252	minus
CCall_contig1624_v2	chr2	98.077	104	2	0	1739	1842	99485855	99485752	3.06e-43	182	minus
CCall_contig1761_v2	chr12	93.561	761	34	7	2	749	36183663	36182905	0.0	1127	minus
CCall_contig1978_v2	chr7	96.693	1028	30	3	1	1028	8166955	8165932	0.0	1711	minus
CCall_contig1978_v2	chr8	96.595	1028	31	3	1	1028	9616784	9615761	0.0	1705	minus
CCall_contig2017_v2	chr3	96.732	153	5	0	236	388	64822639	64822791	5.46e-66	255	plus
CCall_contig2017_v2	chr3	98.319	119	2	0	120	238	64822422	64822540	4.31e-52	209	plus
CCall_contig2017_v2	chr3	96.721	122	4	0	1	122	64822199	64822320	2.01e-50	204	plus
CCall_contig2017_v2	chr3	93.277	119	5	1	669	784	64829482	64829600	5.66e-41	172	plus
CCall_contig2164_v2	chr3	95.706	489	18	2	3	490	13010611	13011097	0.0	793	plus
CCall_contig2164_v2	chr3	95.501	489	19	2	3	490	8824823	8824337	0.0	787	minus
CCall_contig2164_v2	chr3	97.421	349	9	0	641	989	8822138	8821790	4.06e-168	595	minus
CCall_contig2164_v2	chr3	97.421	349	9	0	641	989	13013293	13013641	4.06e-168	595	plus
CCall_contig2164_v2	chr3	97.135	349	10	0	641	989	12968810	12969158	1.89e-166	590	plus
CCall_contig2164_v2	chr3	99.057	106	1	0	536	641	8823133	8823028	2.24e-46	191	minus
CCall_contig2164_v2	chr3	99.057	106	1	0	536	641	13012298	13012403	2.24e-46	191	plus
CCall_contig2164_v2	chr3	92.126	127	10	0	985	1111	8820267	8820141	3.74e-44	183	minus
CCall_contig2164_v2	chr3	92.126	127	10	0	985	1111	13015164	13015290	3.74e-44	183	plus
CCall_contig2460_v2	chr3	93.398	515	15	5	1	503	73183138	73183645	0.0	750	plus
CCall_contig2460_v2	chr3	91.233	365	11	6	2410	2774	73189811	73190154	3.02e-133	481	plus
CCall_contig2460_v2	chr3	97.297	259	6	1	976	1233	73184865	73185123	1.84e-120	438	plus
CCall_contig2460_v2	chr3	100.000	176	0	0	700	875	73184187	73184362	1.50e-86	326	plus
CCall_contig2460_v2	chr3	96.689	151	4	1	1891	2040	73188298	73188448	9.26e-64	250	plus
CCall_contig2460_v2	chr3	98.519	135	1	1	2217	2350	73188948	73189082	7.21e-60	237	plus
CCall_contig2460_v2	chr3	93.706	143	9	0	1403	1545	73186887	73187029	3.38e-53	215	plus
CCall_contig2460_v2	chr3	97.561	123	2	1	1775	1897	73187991	73188112	1.57e-51	209	plus
CCall_contig2460_v2	chr3	95.082	122	4	2	1528	1649	73187102	73187221	5.69e-46	191	plus
CCall_contig2460_v2	chr3	100.000	100	0	0	1304	1403	73185495	73185594	2.65e-44	185	plus
CCall_contig2460_v2	chr3	97.196	107	3	0	873	979	73184477	73184583	3.43e-43	182	plus
CCall_contig2460_v2	chr3	96.262	107	4	0	595	701	73183933	73184039	4.43e-42	178	plus
CCall_contig2460_v2	chr3	100.000	95	0	0	2122	2216	73188771	73188865	1.59e-41	176	plus
CCall_contig2460_v2	chr4	90.526	190	12	3	2410	2599	39113019	39112836	3.33e-63	248	minus
CCall_contig2460_v2	chr4	96.078	153	3	3	1891	2040	39115191	39115039	1.20e-62	246	minus
CCall_contig2460_v2	chr4	96.748	123	3	1	1775	1897	39115595	39115474	7.31e-50	204	minus
CCall_contig2460_v2	chr7	95.364	151	6	1	1891	2040	47609249	47609399	2.00e-60	239	plus
CCall_contig2460_v2	chr7	92.683	123	8	1	1775	1897	47608846	47608967	1.59e-41	176	plus
CCall_contig2518_v2	chr4	95.641	757	30	2	10	763	2434096	2434852	0.0	1218	plus
CCall_contig2518_v2	chr4	95.112	757	34	2	10	763	388586	387830	0.0	1195	minus
CCall_contig2518_v2	chr4	96.985	597	16	2	763	1358	2434939	2435534	0.0	1005	plus
CCall_contig2518_v2	chr4	96.154	598	20	3	763	1358	387734	387138	0.0	977	minus
CCall_contig2518_v2	chr4	86.333	439	51	7	900	1332	2462567	2463002	3.16e-130	470	plus
CCall_contig2518_v2	chr4	86.301	438	53	6	900	1332	2517564	2517999	3.16e-130	470	plus
CCall_contig2518_v2	chr4	85.877	439	53	7	900	1332	369401	368966	6.84e-127	459	minus
CCall_contig2518_v2	chr4	85.753	365	47	4	972	1332	2709294	2709657	1.52e-103	381	plus
CCall_contig2656_v2	chr4	95.595	1135	25	2	3	1136	59783681	59784791	0.0	1797	plus
CCall_contig2656_v2	chr4	97.173	283	8	0	1135	1417	59785621	59785903	7.77e-133	479	plus
CCall_contig2656_v2	chr4	97.445	274	7	0	1729	2002	59789108	59789381	1.68e-129	468	plus
CCall_contig2656_v2	chr4	86.111	216	30	0	1749	1964	67958720	67958505	6.68e-59	233	minus
CCall_contig2656_v2	chr4	100.000	124	0	0	1481	1604	59786189	59786312	8.64e-58	230	plus
CCall_contig2656_v2	chr4	98.450	129	2	0	1601	1729	59786795	59786923	3.11e-57	228	plus
CCall_contig2656_v2	chr9	91.505	412	35	0	1591	2002	45470962	45471373	1.61e-159	568	plus
CCall_contig2656_v2	chr9	91.262	412	36	0	1591	2002	45468002	45468413	7.50e-158	562	plus
CCall_contig2656_v2	chr6	85.956	413	53	2	1591	2002	49287230	49287638	4.74e-120	436	plus
CCall_contig2656_v2	chr12	91.416	233	20	0	1732	1964	4779378	4779146	4.98e-85	320	minus
CCall_contig2656_v2	chr3	90.833	240	16	1	1729	1962	41203845	41203606	6.45e-84	316	minus
CCall_contig2787_v2	chr5	94.118	527	23	5	1	521	43467959	43468483	0.0	802	plus
CCall_contig2787_v2	chr5	98.438	128	2	0	615	742	43469459	43469586	4.70e-57	226	plus
CCall_contig2791_v2	chr8	93.137	204	9	3	446	648	18106000	18105801	7.34e-79	298	minus
CCall_contig2791_v2	chr8	94.068	118	4	3	67	183	18117199	18117084	9.98e-43	178	minus
CCall_contig2791_v2	chr8	98.958	96	1	0	164	259	18115353	18115258	4.64e-41	172	minus
CCall_contig2908_v2	chr7	97.052	441	10	1	320	757	47320424	47319984	0.0	739	minus
CCall_contig2908_v2	chr7	96.855	318	7	3	6	323	47321277	47320963	2.81e-148	529	minus
CCall_contig2908_v2	chr5	96.575	438	14	1	320	757	10529467	10529031	0.0	725	minus
CCall_contig2908_v2	chr5	96.226	318	7	4	6	323	10530308	10529996	2.19e-144	516	minus
CCall_contig3029_v2	chr2	84.672	274	12	13	623	869	73322723	73322993	3.65e-63	246	plus
CCall_contig3029_v2	chr2	98.519	135	2	0	490	624	73322444	73322578	6.11e-61	239	plus
CCall_contig3029_v2	chr2	98.374	123	2	0	111	233	73318721	73318843	2.86e-54	217	plus
CCall_contig3029_v2	chr2	96.800	125	4	0	275	399	73321165	73321289	1.33e-52	211	plus
CCall_contig3187_v2	chr2	96.233	823	16	5	44	864	75767548	75768357	0.0	1336	plus
CCall_contig3187_v2	chr2	94.706	510	26	1	355	864	75723650	75724158	0.0	793	plus
CCall_contig3187_v2	chr2	97.727	352	8	0	1501	1852	75770351	75770702	4.47e-171	606	plus
CCall_contig3187_v2	chr2	95.225	377	6	5	861	1225	75768940	75769316	5.82e-165	586	plus
CCall_contig3187_v2	chr2	97.561	287	7	0	1218	1504	75769906	75770192	1.30e-136	492	plus
CCall_contig3187_v2	chr2	97.426	272	7	0	1852	2123	75770891	75771162	2.84e-128	464	plus
CCall_contig3187_v2	chr2	97.719	263	6	0	2347	2609	75773717	75773979	1.71e-125	455	plus
CCall_contig3187_v2	chr2	95.588	272	12	0	1852	2123	75742810	75743081	6.20e-120	436	plus
CCall_contig3187_v2	chr2	97.685	216	5	0	1007	1222	75724855	75725070	1.77e-100	372	plus
CCall_contig3187_v2	chr2	96.855	159	5	0	2190	2348	75772476	75772634	8.61e-69	267	plus
CCall_contig3187_v2	chr2	95.484	155	5	1	1350	1502	75737249	75737403	1.12e-62	246	plus
CCall_contig3376_v2	chr7	96.752	585	19	0	1062	1646	24218056	24218640	0.0	977	plus
CCall_contig3376_v2	chr7	96.929	521	9	4	5	519	24215957	24216476	0.0	870	plus
CCall_contig3376_v2	chr7	97.990	199	4	0	672	870	24217081	24217279	6.77e-93	346	plus
CCall_contig3376_v2	chr7	93.056	216	10	5	856	1066	24217384	24217599	6.87e-83	313	plus
CCall_contig3376_v2	chr7	98.750	160	2	0	518	677	24216808	24216967	1.50e-74	285	plus
CCall_contig3431_v2	chr9	97.697	825	19	0	154	978	4010493	4009669	0.0	1423	minus
CCall_contig3431_v2	chr9	97.455	825	18	1	154	978	2941781	2940960	0.0	1408	minus
CCall_contig3431_v2	chr9	99.351	154	1	0	5	158	2942543	2942390	4.07e-73	279	minus
CCall_contig3431_v2	chr9	99.351	154	1	0	5	158	4011255	4011102	4.07e-73	279	minus
CCall_contig3464_v2	chr9	97.794	272	5	1	1396	1666	49259246	49259517	4.86e-130	470	plus
CCall_contig3464_v2	chr9	95.094	265	9	4	1752	2016	49263021	49263281	6.42e-114	416	plus
CCall_contig3464_v2	chr9	92.032	251	18	1	14	264	49256841	49257089	1.42e-95	355	plus
CCall_contig3464_v2	chr9	97.949	195	4	0	1053	1247	49258599	49258793	1.10e-91	342	plus
CCall_contig3464_v2	chr9	97.191	178	5	0	783	960	49258146	49258323	5.21e-80	303	plus
CCall_contig3464_v2	chr9	96.689	151	5	0	512	662	49257663	49257813	1.48e-65	255	plus
CCall_contig3464_v2	chr9	100.000	126	0	0	660	785	49257912	49258037	6.93e-59	233	plus
CCall_contig3464_v2	chr9	96.377	138	5	0	378	515	49257451	49257588	8.97e-58	230	plus
CCall_contig3464_v2	chr9	96.923	130	3	1	265	394	49257183	49257311	6.98e-54	217	plus
CCall_contig3464_v2	chr5	96.825	126	4	0	660	785	10839898	10840023	3.25e-52	211	plus
CCall_contig3528_v2	chr1	97.293	1921	51	1	1	1920	32525430	32527350	0.0	3260	plus
CCall_contig3528_v2	chr1	79.554	1614	307	14	305	1911	32628851	32630448	0.0	1133	plus
CCall_contig3528_v2	chr1	79.344	1617	308	19	305	1911	32558890	32560490	0.0	1114	plus
CCall_contig3528_v2	chr1	79.083	1635	312	20	287	1911	32609055	32610669	0.0	1099	plus
CCall_contig3528_v2	chr1	96.474	312	11	0	1920	2231	32528462	32528773	6.61e-144	516	plus
CCall_contig3528_v2	chr8	84.289	1744	266	8	181	1920	59196523	59198262	0.0	1698	plus
CCall_contig3528_v2	chr8	84.060	1744	264	12	184	1920	59163234	59161498	0.0	1670	minus
CCall_contig3528_v2	chr8	74.535	1504	346	30	443	1929	49549064	49547581	3.79e-176	623	minus
CCall_contig3528_v2	chr8	73.773	1548	381	22	387	1920	59327943	59329479	1.38e-165	588	plus
CCall_contig3528_v2	chr8	89.474	190	20	0	1920	2109	59199096	59199285	4.46e-61	241	plus
CCall_contig3528_v2	chr8	84.390	205	32	0	1920	2124	59160667	59160463	2.10e-49	202	minus
CCall_contig3528_v2	chr7	85.427	199	29	0	1920	2118	31204541	31204343	4.52e-51	207	minus
CCall_contig3528_v2	chr7	85.427	199	29	0	1920	2118	47947591	47947393	4.52e-51	207	minus
CCall_contig3528_v2	chr7	84.466	206	32	0	1920	2125	47921829	47921624	5.85e-50	204	minus
CCall_contig3640_v2	chr6	95.077	325	15	1	455	778	2499778	2499454	2.31e-145	520	minus
CCall_contig3640_v2	chr6	98.429	191	3	0	267	457	2500646	2500456	2.50e-90	337	minus
CCall_contig3640_v2	chr6	95.745	188	7	1	778	964	2499591	2499778	9.11e-80	302	plus
CCall_contig3640_v2	chr6	98.765	162	2	0	106	267	2501551	2501390	1.97e-76	291	minus
CCall_contig3714_v2	chr5	94.548	752	16	14	128	862	69583649	69582906	0.0	1140	minus
CCall_contig3714_v2	chr5	94.008	751	21	14	128	862	69602667	69601925	0.0	1116	minus
CCall_contig3840_v2	chr7	97.113	2494	66	5	30	2518	14599074	14601566	0.0	4209	plus
CCall_contig3840_v2	chr7	95.956	272	6	2	2517	2784	14604770	14605040	6.69e-120	436	plus
CCall_contig3875_v2	chr5	97.227	541	15	0	1059	1599	81583515	81584055	0.0	918	plus
CCall_contig3875_v2	chr5	100.000	240	0	0	296	535	81580249	81580488	2.26e-122	444	plus
CCall_contig3875_v2	chr5	97.551	245	3	2	55	296	81578841	81579085	4.92e-114	416	plus
CCall_contig3875_v2	chr5	97.119	243	7	0	823	1065	81583139	81583381	6.36e-113	412	plus
CCall_contig3875_v2	chr5	100.000	178	0	0	647	824	81582726	81582903	6.59e-88	329	plus
CCall_contig3875_v2	chr5	99.130	115	1	0	535	649	81582491	81582605	3.22e-51	207	plus
CCall_contig3905_v2	chr9	95.526	1274	40	5	1	1259	20810816	20809545	0.0	2021	minus
CCall_contig3905_v2	chr9	97.196	535	14	1	2156	2690	20804760	20804227	0.0	904	minus
CCall_contig3905_v2	chr9	95.487	421	18	1	1385	1805	20808664	20808245	0.0	673	minus
CCall_contig3905_v2	chr9	96.333	409	14	1	2348	2756	20803896	20803489	0.0	671	minus
CCall_contig3905_v2	chr9	96.501	343	11	1	2348	2690	20804232	20803891	8.01e-159	566	minus
CCall_contig3905_v2	chr9	97.447	235	5	1	1926	2159	20805138	20804904	8.60e-109	399	minus
CCall_contig3905_v2	chr9	100.000	129	0	0	1799	1927	20805378	20805250	1.98e-60	239	minus
CCall_contig3905_v2	chr9	94.615	130	7	0	1256	1385	20809618	20809489	2.60e-49	202	minus
CCall_contig3931_v2	chr9	94.939	652	26	5	1	649	54669578	54668931	0.0	1018	minus
CCall_contig4062_v2	chr9	92.874	435	24	3	1	428	14173596	14173162	6.55e-179	630	minus
CCall_contig4062_v2	chr9	93.082	159	5	2	507	665	14172822	14172670	1.00e-57	228	minus
CCall_contig4163_v2	chr12	92.130	432	22	3	1	432	39323361	39322942	1.57e-170	603	minus
CCall_contig4163_v2	chr12	94.545	275	14	1	425	699	39320564	39320291	1.01e-117	427	minus
CCall_contig4176_v2	chr11	96.108	1516	38	8	93	1588	18986290	18984776	0.0	2459	minus
CCall_contig4650_v2	chr9	96.842	190	5	1	183	371	17702031	17702220	3.54e-84	316	plus
CCall_contig4650_v2	chr9	88.372	258	13	3	854	1110	17712815	17713056	1.66e-77	294	plus
CCall_contig4650_v2	chr9	97.561	164	4	0	692	855	17711924	17712087	1.29e-73	281	plus
CCall_contig4650_v2	chr9	87.701	187	17	6	1	186	17701585	17701766	1.33e-53	215	plus
CCall_contig4967_v2	chr6	98.851	522	6	0	633	1154	1412352	1411831	0.0	939	minus
CCall_contig4967_v2	chr6	98.352	182	3	0	128	309	1413502	1413321	7.90e-86	322	minus
CCall_contig4967_v2	chr6	96.835	158	5	0	471	628	1412594	1412437	3.76e-69	267	minus
CCall_contig4967_v2	chr6	100.000	98	0	0	308	405	1413238	1413141	1.40e-43	182	minus
CCall_contig5105_v2	chr1	96.625	1837	61	1	112	1948	19774928	19776763	0.0	3053	plus
CCall_contig5105_v2	chr1	94.328	670	19	6	2312	2962	19778068	19778737	0.0	1009	plus
CCall_contig5105_v2	chr1	97.203	143	4	0	2045	2187	19777284	19777426	1.65e-61	243	plus
CCall_contig5105_v2	chr1	98.485	132	2	0	2183	2314	19777515	19777646	9.93e-59	233	plus
CCall_contig5105_v2	chr1	99.020	102	1	0	1945	2046	19776860	19776961	1.01e-43	183	plus
CCall_contig5105_v2	chr9	95.833	144	5	1	112	255	14655994	14655852	9.93e-59	233	minus
CCall_contig5220_v2	chr7	95.652	368	15	1	1026	1392	16692136	16691769	2.38e-166	590	minus
CCall_contig5220_v2	chr7	85.330	409	26	18	1	399	16700338	16699954	5.57e-108	396	minus
CCall_contig5220_v2	chr7	97.931	145	3	0	397	541	16696819	16696675	1.28e-64	252	minus
CCall_contig5412_v2	chr2	97.719	263	6	0	6	268	93826173	93826435	2.16e-125	453	plus
CCall_contig5412_v2	chr2	96.538	260	6	1	674	933	93832468	93832724	1.31e-117	427	plus
CCall_contig5412_v2	chr2	100.000	95	0	0	581	675	93830990	93831084	5.23e-42	176	plus
CCall_contig5464_v2	chr8	92.297	688	44	5	5	687	37073787	37074470	0.0	976	plus
CCall_contig5464_v2	chr8	87.321	418	44	6	24	433	37096969	37097385	4.35e-131	472	plus
CCall_contig5464_v2	chr8	78.409	616	83	32	89	686	37077283	37077866	3.53e-97	359	plus
CCall_contig5464_v2	chr8	93.491	169	9	2	516	684	45367570	45367736	1.72e-65	254	plus
CCall_contig5536_v2	chr7	93.723	685	25	3	662	1334	45959800	45960478	0.0	1016	plus
CCall_contig5536_v2	chr7	93.144	423	19	5	1	418	45956979	45957396	3.76e-174	616	plus
CCall_contig5536_v2	chr7	96.787	249	8	0	416	664	45958783	45959031	3.16e-115	420	plus
CCall_contig5620_v2	chr2	95.513	468	12	8	317	784	63329414	63329872	0.0	741	plus
CCall_contig5620_v2	chr2	97.030	202	6	0	117	318	63327036	63327237	1.47e-91	340	plus
CCall_contig5620_v2	chr2	95.798	119	5	0	1	119	63326189	63326307	1.21e-47	195	plus
CCall_contig5675_v2	chr12	97.119	243	5	2	6	247	33549380	33549621	1.29e-112	411	plus
CCall_contig5675_v2	chr12	94.488	254	10	3	665	915	33554253	33554505	6.06e-106	388	plus
CCall_contig5675_v2	chr12	98.824	170	2	0	243	412	33549701	33549870	2.26e-80	303	plus
CCall_contig5675_v2	chr12	94.488	127	6	1	406	531	33552137	33552263	1.42e-47	195	plus
CCall_contig5790_v2	chr2	93.890	491	15	2	1	491	86019888	86019413	0.0	728	minus
CCall_contig5790_v2	chr2	95.399	326	9	2	1125	1446	86017045	86016722	1.53e-143	514	minus
CCall_contig5790_v2	chr2	93.798	258	14	1	1	256	86055600	86055343	9.68e-106	388	minus
CCall_contig5790_v2	chr2	93.776	241	15	0	251	491	86054799	86054559	5.87e-98	363	minus
CCall_contig5790_v2	chr2	97.765	179	4	0	719	897	86018409	86018231	5.99e-83	313	minus
CCall_contig5790_v2	chr2	92.737	179	13	0	719	897	86053502	86053324	6.12e-68	263	minus
CCall_contig5790_v2	chr2	97.727	132	3	0	591	722	86018707	86018576	2.23e-57	228	minus
CCall_contig5790_v2	chr2	96.970	132	4	0	591	722	86053800	86053669	1.04e-55	222	minus
CCall_contig5790_v2	chr2	96.947	131	4	0	898	1028	86017630	86017500	3.74e-55	220	minus
CCall_contig6040_v2	chr2	90.864	405	19	10	1	389	70115540	70115942	1.19e-147	527	plus
CCall_contig6040_v2	chr2	97.209	215	6	0	673	887	70118293	70118507	9.87e-99	364	plus
CCall_contig6040_v2	chr2	98.198	111	2	0	465	575	70116705	70116815	3.81e-48	196	plus
CCall_contig6041_v2	chr2	97.095	964	20	3	1252	2208	1927704	1926742	0.0	1618	minus
CCall_contig6041_v2	chr2	97.279	735	16	2	8	741	1936549	1935818	0.0	1245	minus
CCall_contig6041_v2	chr2	99.219	256	2	0	740	995	1935694	1935439	8.64e-128	462	minus
CCall_contig6041_v2	chr2	96.479	142	4	1	995	1136	1928260	1928120	7.37e-59	233	minus
