CCall_contig728_v2	chr12	2584	97.810	137	3	0	1705	1841	2158273	2158409	1.86e-60	239	plus
CCall_contig728_v2	chr12	2584	92.754	138	10	0	366	503	2146122	2146259	8.77e-49	200	plus
CCall_contig728_v2	chr12	2584	100.000	98	0	0	863	960	2154990	2155087	3.18e-43	182	plus
CCall_contig728_v2	chr12	2584	98.611	72	1	0	503	574	2147148	2147219	4.20e-27	128	plus
CCall_contig728_v2	chr12	2584	98.611	72	1	0	719	790	2154391	2154462	4.20e-27	128	plus
CCall_contig728_v2	chr12	2584	95.833	72	3	0	575	646	2147312	2147383	9.09e-24	117	plus
CCall_contig728_v2	chr12	2584	88.119	101	9	1	2025	2125	2166628	2166725	9.09e-24	117	plus
CCall_contig728_v2	chr12	2584	94.444	72	4	0	791	862	2154577	2154648	3.27e-23	115	plus
CCall_contig796_v2	chr12	1348	95.101	1041	46	4	311	1348	31979784	31980822	0.0	1637	plus
CCall_contig796_v2	chr12	1348	88.365	318	25	7	5	318	31980029	31979720	9.07e-101	372	minus
CCall_contig877_v2	chr8	873	97.347	490	12	1	384	872	13028066	13028555	0.0	832	plus
CCall_contig877_v2	chr8	873	89.493	276	12	8	1	265	13022777	13023046	2.12e-90	337	plus
CCall_contig877_v2	chr8	873	98.425	127	2	0	259	385	13023159	13023285	1.72e-56	224	plus
CCall_contig926_v2	chr9	1117	96.774	527	14	2	594	1117	11172375	11171849	0.0	880	minus
CCall_contig926_v2	chr9	1117	89.216	306	19	9	70	363	11177954	11177651	7.48e-101	372	minus
CCall_contig926_v2	chr9	1117	100.000	131	0	0	362	492	11174071	11173941	6.12e-62	243	minus
CCall_contig926_v2	chr9	1117	99.107	112	1	0	489	600	11173403	11173292	1.04e-49	202	minus
CCall_contig1112_v2	chr12	1251	91.916	668	42	7	587	1251	38678201	38678859	0.0	957	plus
CCall_contig1112_v2	chr12	1251	91.880	665	42	7	590	1251	37417979	37417324	0.0	952	minus
CCall_contig1112_v2	chr12	1251	91.260	492	39	2	590	1081	37405345	37404858	0.0	699	minus
CCall_contig1112_v2	chr12	1251	91.260	492	39	2	587	1078	38690836	38691323	0.0	699	plus
CCall_contig1112_v2	chr12	1251	98.571	280	4	0	316	595	37405788	37405509	4.78e-138	496	minus
CCall_contig1112_v2	chr12	1251	98.571	280	4	0	316	595	37418421	37418142	4.78e-138	496	minus
CCall_contig1112_v2	chr12	1251	98.571	280	4	0	316	595	38677762	38678041	4.78e-138	496	plus
CCall_contig1112_v2	chr12	1251	98.571	280	4	0	316	595	38690396	38690675	4.78e-138	496	plus
CCall_contig1112_v2	chr12	1251	98.214	112	2	0	207	318	37406041	37405930	5.43e-48	196	minus
CCall_contig1112_v2	chr12	1251	98.214	112	2	0	207	318	38690143	38690254	5.43e-48	196	plus
CCall_contig1112_v2	chr12	1251	97.321	112	3	0	207	318	37418683	37418572	2.53e-46	191	minus
CCall_contig1112_v2	chr12	1251	97.321	112	3	0	207	318	38677500	38677611	2.53e-46	191	plus
CCall_contig1112_v2	chr12	1251	98.507	67	1	0	84	150	37407444	37407378	1.21e-24	119	minus
CCall_contig1112_v2	chr12	1251	98.507	67	1	0	84	150	38688740	38688806	1.21e-24	119	plus
CCall_contig1112_v2	chr12	1251	97.015	67	2	0	84	150	37420169	37420103	5.62e-23	113	minus
CCall_contig1112_v2	chr12	1251	95.714	70	3	0	81	150	38676010	38676079	5.62e-23	113	plus
CCall_contig1112_v2	chr12	1251	89.773	88	4	2	2	85	37407606	37407520	2.62e-21	108	minus
CCall_contig1112_v2	chr12	1251	89.773	88	4	2	2	85	38688578	38688664	2.62e-21	108	plus
CCall_contig1112_v2	chr12	1251	96.774	62	2	0	151	212	37406171	37406110	3.38e-20	104	minus
CCall_contig1112_v2	chr12	1251	96.774	62	2	0	151	212	37418813	37418752	3.38e-20	104	minus
CCall_contig1112_v2	chr12	1251	98.305	59	1	0	151	209	38677370	38677428	3.38e-20	104	plus
CCall_contig1112_v2	chr12	1251	98.305	59	1	0	151	209	38690013	38690071	3.38e-20	104	plus
CCall_contig1624_v2	chr2	2486	97.790	543	11	1	4	546	99490362	99489821	0.0	939	minus
CCall_contig1624_v2	chr2	2486	99.206	378	3	0	817	1194	99487793	99487416	0.0	682	minus
CCall_contig1624_v2	chr2	2486	97.473	277	7	0	545	821	99488677	99488401	4.50e-131	473	minus
CCall_contig1624_v2	chr2	2486	98.462	195	3	0	1965	2159	99484349	99484155	3.68e-92	344	minus
CCall_contig1624_v2	chr2	2486	98.817	169	2	0	1288	1456	99486858	99486690	2.25e-79	302	minus
CCall_contig1624_v2	chr2	2486	89.520	229	9	10	2158	2386	99482516	99482303	3.79e-72	278	minus
CCall_contig1624_v2	chr2	2486	96.795	156	5	0	1591	1746	99486089	99485934	3.81e-67	261	minus
CCall_contig1624_v2	chr2	2486	99.281	139	1	0	1455	1593	99486423	99486285	2.30e-64	252	minus
CCall_contig1624_v2	chr2	2486	98.077	104	2	0	1739	1842	99485855	99485752	3.06e-43	182	minus
CCall_contig1624_v2	chr2	2486	96.190	105	4	0	1860	1964	99484590	99484486	1.84e-40	172	minus
CCall_contig1624_v2	chr2	2486	94.845	97	5	0	1193	1289	99487263	99487167	1.85e-35	156	minus
CCall_contig1761_v2	chr12	749	93.561	761	34	7	2	749	36183663	36182905	0.0	1127	minus
CCall_contig1978_v2	chr7	1028	96.693	1028	30	3	1	1028	8166955	8165932	0.0	1711	minus
CCall_contig1978_v2	chr8	1028	96.595	1028	31	3	1	1028	9616784	9615761	0.0	1705	minus
CCall_contig2017_v2	chr3	784	96.732	153	5	0	236	388	64822639	64822791	5.46e-66	255	plus
CCall_contig2017_v2	chr3	784	98.319	119	2	0	120	238	64822422	64822540	4.31e-52	209	plus
CCall_contig2017_v2	chr3	784	96.721	122	4	0	1	122	64822199	64822320	2.01e-50	204	plus
CCall_contig2017_v2	chr3	784	93.277	119	5	1	669	784	64829482	64829600	5.66e-41	172	plus
CCall_contig2017_v2	chr3	784	98.925	93	1	0	456	548	64827364	64827456	7.32e-40	169	plus
CCall_contig2017_v2	chr3	784	95.833	96	3	1	584	678	64828984	64829079	2.05e-35	154	plus
CCall_contig2017_v2	chr3	784	97.333	75	2	0	384	458	64827203	64827277	1.24e-27	128	plus
CCall_contig2164_v2	chr3	1111	95.706	489	18	2	3	490	13010611	13011097	0.0	793	plus
CCall_contig2164_v2	chr3	1111	95.501	489	19	2	3	490	8824823	8824337	0.0	787	minus
CCall_contig2164_v2	chr3	1111	97.421	349	9	0	641	989	8822138	8821790	4.06e-168	595	minus
CCall_contig2164_v2	chr3	1111	97.421	349	9	0	641	989	13013293	13013641	4.06e-168	595	plus
CCall_contig2164_v2	chr3	1111	97.135	349	10	0	641	989	12968810	12969158	1.89e-166	590	plus
CCall_contig2164_v2	chr3	1111	99.057	106	1	0	536	641	8823133	8823028	2.24e-46	191	minus
CCall_contig2164_v2	chr3	1111	99.057	106	1	0	536	641	13012298	13012403	2.24e-46	191	plus
CCall_contig2164_v2	chr3	1111	92.126	127	10	0	985	1111	8820267	8820141	3.74e-44	183	minus
CCall_contig2164_v2	chr3	1111	92.126	127	10	0	985	1111	13015164	13015290	3.74e-44	183	plus
CCall_contig2164_v2	chr3	1111	98.000	50	1	0	488	537	8823284	8823235	3.02e-15	87.9	minus
CCall_contig2164_v2	chr3	1111	98.000	50	1	0	488	537	13012147	13012196	3.02e-15	87.9	plus
CCall_contig2460_v2	chr3	2784	93.398	515	15	5	1	503	73183138	73183645	0.0	750	plus
CCall_contig2460_v2	chr3	2784	91.233	365	11	6	2410	2774	73189811	73190154	3.02e-133	481	plus
CCall_contig2460_v2	chr3	2784	97.297	259	6	1	976	1233	73184865	73185123	1.84e-120	438	plus
CCall_contig2460_v2	chr3	2784	100.000	176	0	0	700	875	73184187	73184362	1.50e-86	326	plus
CCall_contig2460_v2	chr3	2784	96.689	151	4	1	1891	2040	73188298	73188448	9.26e-64	250	plus
CCall_contig2460_v2	chr3	2784	98.519	135	1	1	2217	2350	73188948	73189082	7.21e-60	237	plus
CCall_contig2460_v2	chr3	2784	93.706	143	9	0	1403	1545	73186887	73187029	3.38e-53	215	plus
CCall_contig2460_v2	chr3	2784	97.561	123	2	1	1775	1897	73187991	73188112	1.57e-51	209	plus
CCall_contig2460_v2	chr3	2784	95.082	122	4	2	1528	1649	73187102	73187221	5.69e-46	191	plus
CCall_contig2460_v2	chr3	2784	100.000	100	0	0	1304	1403	73185495	73185594	2.65e-44	185	plus
CCall_contig2460_v2	chr3	2784	97.196	107	3	0	873	979	73184477	73184583	3.43e-43	182	plus
CCall_contig2460_v2	chr3	2784	96.262	107	4	0	595	701	73183933	73184039	4.43e-42	178	plus
CCall_contig2460_v2	chr3	2784	100.000	95	0	0	2122	2216	73188771	73188865	1.59e-41	176	plus
CCall_contig2460_v2	chr3	2784	98.889	90	1	0	504	593	73183742	73183831	4.46e-37	161	plus
CCall_contig2460_v2	chr3	2784	98.864	88	1	0	2037	2124	73188573	73188660	5.77e-36	158	plus
CCall_contig2460_v2	chr3	2784	100.000	79	0	0	1231	1309	73185209	73185287	1.25e-32	147	plus
CCall_contig2460_v2	chr3	2784	97.368	76	2	0	2343	2418	73189292	73189367	1.26e-27	130	plus
CCall_contig2518_v2	chr4	1361	95.641	757	30	2	10	763	2434096	2434852	0.0	1218	plus
CCall_contig2518_v2	chr4	1361	95.112	757	34	2	10	763	388586	387830	0.0	1195	minus
CCall_contig2518_v2	chr4	1361	96.985	597	16	2	763	1358	2434939	2435534	0.0	1005	plus
CCall_contig2518_v2	chr4	1361	96.154	598	20	3	763	1358	387734	387138	0.0	977	minus
CCall_contig2518_v2	chr4	1361	86.333	439	51	7	900	1332	2462567	2463002	3.16e-130	470	plus
CCall_contig2518_v2	chr4	1361	86.301	438	53	6	900	1332	2517564	2517999	3.16e-130	470	plus
CCall_contig2518_v2	chr4	1361	85.877	439	53	7	900	1332	369401	368966	6.84e-127	459	minus
CCall_contig2518_v2	chr4	1361	85.753	365	47	4	972	1332	2709294	2709657	1.52e-103	381	plus
CCall_contig2656_v2	chr4	2002	95.595	1135	25	2	3	1136	59783681	59784791	0.0	1797	plus
CCall_contig2656_v2	chr4	2002	97.173	283	8	0	1135	1417	59785621	59785903	7.77e-133	479	plus
CCall_contig2656_v2	chr4	2002	97.445	274	7	0	1729	2002	59789108	59789381	1.68e-129	468	plus
CCall_contig2656_v2	chr4	2002	86.111	216	30	0	1749	1964	67958720	67958505	6.68e-59	233	minus
CCall_contig2656_v2	chr4	2002	100.000	124	0	0	1481	1604	59786189	59786312	8.64e-58	230	plus
CCall_contig2656_v2	chr4	2002	98.450	129	2	0	1601	1729	59786795	59786923	3.11e-57	228	plus
CCall_contig2656_v2	chr4	2002	100.000	63	0	0	1417	1479	59786046	59786108	7.02e-24	117	plus
CCall_contig2787_v2	chr5	859	94.118	527	23	5	1	521	43467959	43468483	0.0	802	plus
CCall_contig2787_v2	chr5	859	98.438	128	2	0	615	742	43469459	43469586	4.70e-57	226	plus
CCall_contig2787_v2	chr5	859	98.592	71	1	0	544	614	43468852	43468922	4.91e-27	126	plus
CCall_contig2791_v2	chr8	648	93.137	204	9	3	446	648	18106000	18105801	7.34e-79	298	minus
CCall_contig2791_v2	chr8	648	94.068	118	4	3	67	183	18117199	18117084	9.98e-43	178	minus
CCall_contig2791_v2	chr8	648	98.958	96	1	0	164	259	18115353	18115258	4.64e-41	172	minus
CCall_contig2791_v2	chr8	648	97.531	81	2	0	259	339	18115117	18115037	1.31e-31	141	minus
CCall_contig2791_v2	chr8	648	98.551	69	1	0	1	69	18117406	18117338	4.74e-26	122	minus
CCall_contig2791_v2	chr8	648	100.000	62	0	0	384	445	18107112	18107051	7.93e-24	115	minus
CCall_contig3029_v2	chr2	869	84.672	274	12	13	623	869	73322723	73322993	3.65e-63	246	plus
CCall_contig3029_v2	chr2	869	98.519	135	2	0	490	624	73322444	73322578	6.11e-61	239	plus
CCall_contig3029_v2	chr2	869	98.374	123	2	0	111	233	73318721	73318843	2.86e-54	217	plus
CCall_contig3029_v2	chr2	869	96.800	125	4	0	275	399	73321165	73321289	1.33e-52	211	plus
CCall_contig3029_v2	chr2	869	97.849	93	2	0	400	492	73321417	73321509	1.36e-37	161	plus
CCall_contig3029_v2	chr2	869	100.000	54	0	0	62	115	73318582	73318635	3.01e-19	100	plus
CCall_contig3029_v2	chr2	869	93.750	64	4	0	1	64	73317985	73318048	1.08e-18	99.0	plus
CCall_contig3187_v2	chr2	2609	96.233	823	16	5	44	864	75767548	75768357	0.0	1336	plus
CCall_contig3187_v2	chr2	2609	94.706	510	26	1	355	864	75723650	75724158	0.0	793	plus
CCall_contig3187_v2	chr2	2609	97.727	352	8	0	1501	1852	75770351	75770702	4.47e-171	606	plus
CCall_contig3187_v2	chr2	2609	95.225	377	6	5	861	1225	75768940	75769316	5.82e-165	586	plus
CCall_contig3187_v2	chr2	2609	97.561	287	7	0	1218	1504	75769906	75770192	1.30e-136	492	plus
CCall_contig3187_v2	chr2	2609	97.426	272	7	0	1852	2123	75770891	75771162	2.84e-128	464	plus
CCall_contig3187_v2	chr2	2609	97.719	263	6	0	2347	2609	75773717	75773979	1.71e-125	455	plus
CCall_contig3187_v2	chr2	2609	95.588	272	12	0	1852	2123	75742810	75743081	6.20e-120	436	plus
CCall_contig3187_v2	chr2	2609	97.685	216	5	0	1007	1222	75724855	75725070	1.77e-100	372	plus
CCall_contig3187_v2	chr2	2609	96.855	159	5	0	2190	2348	75772476	75772634	8.61e-69	267	plus
CCall_contig3187_v2	chr2	2609	95.484	155	5	1	1350	1502	75737249	75737403	1.12e-62	246	plus
CCall_contig3187_v2	chr2	2609	98.611	72	1	0	2119	2190	75771719	75771790	4.24e-27	128	plus
CCall_contig3376_v2	chr7	1654	96.752	585	19	0	1062	1646	24218056	24218640	0.0	977	plus
CCall_contig3376_v2	chr7	1654	96.929	521	9	4	5	519	24215957	24216476	0.0	870	plus
CCall_contig3376_v2	chr7	1654	97.990	199	4	0	672	870	24217081	24217279	6.77e-93	346	plus
CCall_contig3376_v2	chr7	1654	93.056	216	10	5	856	1066	24217384	24217599	6.87e-83	313	plus
CCall_contig3376_v2	chr7	1654	98.750	160	2	0	518	677	24216808	24216967	1.50e-74	285	plus
CCall_contig3431_v2	chr9	978	97.697	825	19	0	154	978	4010493	4009669	0.0	1423	minus
CCall_contig3431_v2	chr9	978	97.455	825	18	1	154	978	2941781	2940960	0.0	1408	minus
CCall_contig3431_v2	chr9	978	99.351	154	1	0	5	158	2942543	2942390	4.07e-73	279	minus
CCall_contig3431_v2	chr9	978	99.351	154	1	0	5	158	4011255	4011102	4.07e-73	279	minus
CCall_contig3464_v2	chr9	2078	97.794	272	5	1	1396	1666	49259246	49259517	4.86e-130	470	plus
CCall_contig3464_v2	chr9	2078	95.094	265	9	4	1752	2016	49263021	49263281	6.42e-114	416	plus
CCall_contig3464_v2	chr9	2078	92.032	251	18	1	14	264	49256841	49257089	1.42e-95	355	plus
CCall_contig3464_v2	chr9	2078	97.949	195	4	0	1053	1247	49258599	49258793	1.10e-91	342	plus
CCall_contig3464_v2	chr9	2078	97.191	178	5	0	783	960	49258146	49258323	5.21e-80	303	plus
CCall_contig3464_v2	chr9	2078	96.689	151	5	0	512	662	49257663	49257813	1.48e-65	255	plus
CCall_contig3464_v2	chr9	2078	100.000	126	0	0	660	785	49257912	49258037	6.93e-59	233	plus
CCall_contig3464_v2	chr9	2078	96.377	138	5	0	378	515	49257451	49257588	8.97e-58	230	plus
CCall_contig3464_v2	chr9	2078	96.923	130	3	1	265	394	49257183	49257311	6.98e-54	217	plus
CCall_contig3464_v2	chr9	2078	98.925	93	1	0	960	1052	49258413	49258505	7.13e-39	167	plus
CCall_contig3464_v2	chr9	2078	100.000	90	0	0	1664	1753	49262792	49262881	7.13e-39	167	plus
CCall_contig3464_v2	chr9	2078	100.000	82	0	0	1248	1329	49258877	49258958	2.00e-34	152	plus
CCall_contig3464_v2	chr9	2078	95.402	87	3	1	1320	1405	49259035	49259121	5.59e-30	137	plus
CCall_contig3464_v2	chr9	2078	98.148	54	1	0	907	960	47976142	47976195	3.41e-17	95.3	plus
CCall_contig3528_v2	chr1	2233	97.293	1921	51	1	1	1920	32525430	32527350	0.0	3260	plus
CCall_contig3528_v2	chr1	2233	79.554	1614	307	14	305	1911	32628851	32630448	0.0	1133	plus
CCall_contig3528_v2	chr1	2233	79.344	1617	308	19	305	1911	32558890	32560490	0.0	1114	plus
CCall_contig3528_v2	chr1	2233	79.083	1635	312	20	287	1911	32609055	32610669	0.0	1099	plus
CCall_contig3528_v2	chr1	2233	96.474	312	11	0	1920	2231	32528462	32528773	6.61e-144	516	plus
CCall_contig3528_v2	chr8	2233	84.289	1744	266	8	181	1920	59196523	59198262	0.0	1698	plus
CCall_contig3528_v2	chr8	2233	84.060	1744	264	12	184	1920	59163234	59161498	0.0	1670	minus
CCall_contig3528_v2	chr8	2233	74.535	1504	346	30	443	1929	49549064	49547581	3.79e-176	623	minus
CCall_contig3528_v2	chr8	2233	73.773	1548	381	22	387	1920	59327943	59329479	1.38e-165	588	plus
CCall_contig3528_v2	chr8	2233	89.474	190	20	0	1920	2109	59199096	59199285	4.46e-61	241	plus
CCall_contig3528_v2	chr8	2233	84.390	205	32	0	1920	2124	59160667	59160463	2.10e-49	202	minus
CCall_contig3714_v2	chr5	882	94.548	752	16	14	128	862	69583649	69582906	0.0	1140	minus
CCall_contig3714_v2	chr5	882	94.008	751	21	14	128	862	69602667	69601925	0.0	1116	minus
CCall_contig3840_v2	chr7	2813	97.113	2494	66	5	30	2518	14599074	14601566	0.0	4209	plus
CCall_contig3840_v2	chr7	2813	95.956	272	6	2	2517	2784	14604770	14605040	6.69e-120	436	plus
CCall_contig3875_v2	chr5	1599	97.227	541	15	0	1059	1599	81583515	81584055	0.0	918	plus
CCall_contig3875_v2	chr5	1599	100.000	240	0	0	296	535	81580249	81580488	2.26e-122	444	plus
CCall_contig3875_v2	chr5	1599	97.551	245	3	2	55	296	81578841	81579085	4.92e-114	416	plus
CCall_contig3875_v2	chr5	1599	97.119	243	7	0	823	1065	81583139	81583381	6.36e-113	412	plus
CCall_contig3875_v2	chr5	1599	100.000	178	0	0	647	824	81582726	81582903	6.59e-88	329	plus
CCall_contig3875_v2	chr5	1599	99.130	115	1	0	535	649	81582491	81582605	3.22e-51	207	plus
CCall_contig3875_v2	chr5	1599	97.959	49	1	0	3	51	81578272	81578320	1.58e-14	86.1	plus
CCall_contig3905_v2	chr9	2756	95.526	1274	40	5	1	1259	20810816	20809545	0.0	2021	minus
CCall_contig3905_v2	chr9	2756	97.196	535	14	1	2156	2690	20804760	20804227	0.0	904	minus
CCall_contig3905_v2	chr9	2756	95.487	421	18	1	1385	1805	20808664	20808245	0.0	673	minus
CCall_contig3905_v2	chr9	2756	96.333	409	14	1	2348	2756	20803896	20803489	0.0	671	minus
CCall_contig3905_v2	chr9	2756	96.501	343	11	1	2348	2690	20804232	20803891	8.01e-159	566	minus
CCall_contig3905_v2	chr9	2756	97.447	235	5	1	1926	2159	20805138	20804904	8.60e-109	399	minus
CCall_contig3905_v2	chr9	2756	100.000	129	0	0	1799	1927	20805378	20805250	1.98e-60	239	minus
CCall_contig3905_v2	chr9	2756	94.615	130	7	0	1256	1385	20809618	20809489	2.60e-49	202	minus
CCall_contig3931_v2	chr9	694	94.939	652	26	5	1	649	54669578	54668931	0.0	1018	minus
CCall_contig4062_v2	chr9	665	92.874	435	24	3	1	428	14173596	14173162	6.55e-179	630	minus
CCall_contig4062_v2	chr9	665	93.082	159	5	2	507	665	14172822	14172670	1.00e-57	228	minus
CCall_contig4062_v2	chr9	665	97.727	88	2	0	427	514	14173029	14172942	6.21e-35	152	minus
CCall_contig4176_v2	chr11	1588	96.108	1516	38	8	93	1588	18986290	18984776	0.0	2459	minus
CCall_contig4176_v2	chr11	1588	96.739	92	3	0	1	92	18986995	18986904	4.23e-35	154	minus
CCall_contig4650_v2	chr9	1111	96.842	190	5	1	183	371	17702031	17702220	3.54e-84	316	plus
CCall_contig4650_v2	chr9	1111	88.372	258	13	3	854	1110	17712815	17713056	1.66e-77	294	plus
CCall_contig4650_v2	chr9	1111	97.561	164	4	0	692	855	17711924	17712087	1.29e-73	281	plus
CCall_contig4650_v2	chr9	1111	87.701	187	17	6	1	186	17701585	17701766	1.33e-53	215	plus
CCall_contig4650_v2	chr9	1111	95.146	103	5	0	508	610	17710612	17710714	4.88e-38	163	plus
CCall_contig4650_v2	chr9	1111	98.780	82	1	0	366	447	17710091	17710172	4.91e-33	147	plus
CCall_contig4650_v2	chr9	1111	95.455	66	3	0	445	510	17710475	17710540	8.33e-21	106	plus
CCall_contig4650_v2	chr9	1111	100.000	44	0	0	650	693	17711425	17711468	1.40e-13	82.4	plus
CCall_contig4967_v2	chr6	1154	98.851	522	6	0	633	1154	1412352	1411831	0.0	939	minus
CCall_contig4967_v2	chr6	1154	98.352	182	3	0	128	309	1413502	1413321	7.90e-86	322	minus
CCall_contig4967_v2	chr6	1154	96.835	158	5	0	471	628	1412594	1412437	3.76e-69	267	minus
CCall_contig4967_v2	chr6	1154	100.000	98	0	0	308	405	1413238	1413141	1.40e-43	182	minus
CCall_contig4967_v2	chr6	1154	98.571	70	1	0	403	472	1413063	1412994	2.39e-26	124	minus
CCall_contig5105_v2	chr1	2962	96.625	1837	61	1	112	1948	19774928	19776763	0.0	3053	plus
CCall_contig5105_v2	chr1	2962	94.328	670	19	6	2312	2962	19778068	19778737	0.0	1009	plus
CCall_contig5105_v2	chr1	2962	97.203	143	4	0	2045	2187	19777284	19777426	1.65e-61	243	plus
CCall_contig5105_v2	chr1	2962	98.485	132	2	0	2183	2314	19777515	19777646	9.93e-59	233	plus
CCall_contig5105_v2	chr1	2962	99.020	102	1	0	1945	2046	19776860	19776961	1.01e-43	183	plus
CCall_contig5105_v2	chr1	2962	100.000	65	0	0	47	111	19773872	19773936	8.06e-25	121	plus
CCall_contig5220_v2	chr7	1394	95.652	368	15	1	1026	1392	16692136	16691769	2.38e-166	590	minus
CCall_contig5220_v2	chr7	1394	85.330	409	26	18	1	399	16700338	16699954	5.57e-108	396	minus
CCall_contig5220_v2	chr7	1394	97.931	145	3	0	397	541	16696819	16696675	1.28e-64	252	minus
